target,target_id,target_uniprot,target_species,ligand,ligand_id,ligand_species,ligand_pubchem_cid,smiles,inchi,inchikey,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_parameter,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
"SET domain containing 7, histone lysine methyltransferase",2703,Q8WTS6,Human,(<i>R</i>)-PFI-2,8235,,71300326,O=C([C@H](NS(=O)(=O)c1cc(F)c2c(c1)CCNC2)Cc1cccc(c1)C(F)(F)F)N1CCCC1,"InChI=1S/C23H25F4N3O3S/c24-20-13-18(12-16-6-7-28-14-19(16)20)34(32,33)29-21(22(31)30-8-1-2-9-30)11-15-4-3-5-17(10-15)23(25,26)27/h3-5,10,12-13,21,28-29H,1-2,6-9,11,14H2/t21-/m1/s1",JCKGSPAAPQRPBW-OAQYLSRUSA-N,Inhibitor,Inhibition,,,yes,,pKi,,9.48,,Ki,,0.33,,=,,,,25136132,
