target,target_id,target_uniprot,target_species,ligand,ligand_id,ligand_species,ligand_pubchem_cid,smiles,inchi,inchikey,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_parameter,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
DM1 protein kinase,1505,Q09013,Human,RKI-1447,8152,,60138149,O=C(Nc1scc(n1)c1ccncc1)NCc1cccc(c1)O,"InChI=1S/C16H14N4O2S/c21-13-3-1-2-11(8-13)9-18-15(22)20-16-19-14(10-23-16)12-4-6-17-7-5-12/h1-8,10,21H,9H2,(H2,18,19,20,22)",GDVRVPIXWXOKQO-UHFFFAOYSA-N,Inhibitor,Inhibition,,,,,pIC50,,7.47,,IC50,,34.06,,=,,,,23275831,
